type,timestamp,positions
CONTROL,4657954.541999971,"[0.372714, 0.223629, 0.723629, -0.223629, 0.0, 0.798172]"
CONTROL,4678029.63500003,"[0.376138, 0.225683, 0.725683, -0.225683, 0.0, 0.80091]"
CONTROL,4698105.591000058,"[0.379529, 0.227718, 0.727718, -0.227718, 0.0, 0.803623]"
CONTROL,4718179.7880000435,"[0.382889, 0.229733, 0.729733, -0.229733, 0.0, 0.806311]"
CONTROL,4738254.1440000525,"[0.386215, 0.231729, 0.731729, -0.231729, 0.0, 0.808972]"
CONTROL,4758330.38899998,"[0.389507, 0.233704, 0.733704, -0.233704, 0.0, 0.811606]"
CONTROL,4778404.905999991,"[0.392765, 0.235659, 0.735659, -0.235659, 0.0, 0.814212]"
CONTROL,4798479.902000054,"[0.395987, 0.237592, 0.737592, -0.237592, 0.0, 0.816789]"
CONTROL,4818554.386999949,"[0.399172, 0.239503, 0.739503, -0.239503, 0.0, 0.819338]"
CONTROL,4838631.272000044,"[0.402321, 0.241392, 0.741392, -0.241392, 0.0, 0.821857]"
CONTROL,4858705.851999957,"[0.405431, 0.243259, 0.743259, -0.243259, 0.0, 0.824345]"
CONTROL,4878779.152999982,"[0.408503, 0.245102, 0.745102, -0.245102, 0.0, 0.826802]"
CONTROL,4898853.412999984,"[0.411535, 0.246921, 0.746921, -0.246921, 0.0, 0.829228]"
CONTROL,4918927.09800004,"[0.414527, 0.248716, 0.748716, -0.248716, 0.0, 0.831622]"
CONTROL,4939000.526999962,"[0.417478, 0.250487, 0.750487, -0.250487, 0.0, 0.833982]"
CONTROL,4959075.907000056,"[0.420387, 0.252232, 0.752232, -0.252232, 0.0, 0.83631]"
CONTROL,4979149.207999967,"[0.423254, 0.253952, 0.753952, -0.253952, 0.0, 0.838603]"
CONTROL,4999224.108000021,"[0.426078, 0.255647, 0.755647, -0.255647, 0.0, 0.840862]"
CONTROL,5019297.249000033,"[0.428857, 0.257314, 0.757314, -0.257314, 0.0, 0.843086]"
CONTROL,5039453.527999967,"[0.431592, 0.258955, 0.758955, -0.258955, 0.0, 0.845274]"
CONTROL,5059527.27700003,"[0.434282, 0.260569, 0.760569, -0.260569, 0.0, 0.847426]"
CONTROL,5079601.217000004,"[0.436926, 0.262156, 0.762156, -0.262156, 0.0, 0.849541]"
CONTROL,5099675.221999973,"[0.439524, 0.263714, 0.763714, -0.263714, 0.0, 0.851619]"
CONTROL,5119752.266999967,"[0.442074, 0.265244, 0.765244, -0.265244, 0.0, 0.853659]"
CONTROL,5139826.8469999945,"[0.444576, 0.266746, 0.766746, -0.266746, 0.0, 0.855661]"
CONTROL,5159901.716000035,"[0.44703, 0.268218, 0.768218, -0.268218, 0.0, 0.857624]"
CONTROL,5179976.29599995,"[0.449434, 0.269661, 0.769661, -0.269661, 0.0, 0.859547]"
CONTROL,5200050.429000043,"[0.451789, 0.271074, 0.771074, -0.271074, 0.0, 0.861431]"
CONTROL,5220125.361999976,"[0.454094, 0.272456, 0.772456, -0.272456, 0.0, 0.863275]"
CONTROL,5240200.038000012,"[0.456348, 0.273809, 0.773809, -0.273809, 0.0, 0.865078]"
CONTROL,5260276.027000031,"[0.45855, 0.27513, 0.77513, -0.27513, 0.0, 0.86684]"
CONTROL,5280350.5440000435,"[0.4607, 0.27642, 0.77642, -0.27642, 0.0, 0.86856]"
CONTROL,5300425.091999955,"[0.462798, 0.277679, 0.777679, -0.277679, 0.0, 0.870239]"
CONTROL,5320499.864999988,"[0.464843, 0.278906, 0.778906, -0.278906, 0.0, 0.871875]"
CONTROL,5340575.436999984,"[0.466834, 0.280101, 0.780101, -0.280101, 0.0, 0.873468]"
CONTROL,5360651.61800002,"[0.468772, 0.281263, 0.781263, -0.281263, 0.0, 0.875017]"
CONTROL,5380727.60700004,"[0.470654, 0.282393, 0.782393, -0.282393, 0.0, 0.876524]"
CONTROL,5400801.899000044,"[0.472482, 0.283489, 0.783489, -0.283489, 0.0, 0.877986]"
CONTROL,5420877.568000037,"[0.474255, 0.284553, 0.784553, -0.284553, 0.0, 0.879404]"
CONTROL,5440992.981000022,"[0.475971, 0.285583, 0.785583, -0.285583, 0.0, 0.880777]"
CONTROL,5461073.034000037,"[0.477631, 0.286579, 0.786579, -0.286579, 0.0, 0.882105]"
CONTROL,5481156.1589999655,"[0.479234, 0.287541, 0.787541, -0.287541, 0.0, 0.883388]"
CONTROL,5501231.890999975,"[0.480781, 0.288468, 0.788468, -0.288468, 0.0, 0.884625]"
CONTROL,5521305.192,"[0.482269, 0.289362, 0.789362, -0.289362, 0.0, 0.885815]"
